,Name
Bella Ban,1
Frieda Gertrud Riess,1
Farshid Moussavi,1
Amanda Knox Sather,1
Eiko Ishioka,1
Marie Cool,1
Diana Ross,1
Ines Wetzel,1
Lynn Adler,1
Jennifer Moon,1
Colette Bangert,1
Nancy Manter,1
Jeannette Ducrocq Tanguy,1
Eleanor Kluck,1
Dorothy Ruddick,1
Éva Kémeny,1
Marijke Koger-Dunham,1
Gazbia Sirry,1
Eva Schoeler,1
Gayle Tsern,1
Maya Ying Lin,1
Marcela Poch,1
Jie Qi,1
Fumiko Miki,1
Grete Lihotzky,1
Petra Cortright,1
Alice Boughton,1
Laura Cottingham,1
Lois Weinberger,1
Emily Sundblad,1
Lady Pink,1
Rhonda Abrams,1
Elizabeth Olds,1
Cécile B. Evans,1
Lill Tschudi,1
Horit Herman Peled,1
Irma Tulek,1
Caroline E. Heider,1
Cinthia Marcelle,1
Katharina Sieverding,1
Ericka Beckman,1
Margaret Moores,1
Eva Björklund,1
Julia Weist,1
Olja Ivanjicki,1
Zilia Sánchez,1
Antoinette Araco,1
Jeanette Reinhardt,1
Gabrielle Russomagno,1
Miuccia Prada,1
Clara Porset,1
Laura Aguilar,1
Coco Fusco,1
Maude Schuyler Clay,1
Jocelyne Coster,1
Joan Waltemath,1
Misako Kirigaya,1
Laurie Reid,1
Inge Steckert,1
Hélène Binet,1
Elena Bedumovaia,1
Barbara Westman,1
Barbara Buckner,1
Marianna Erlikh,1
Beatrice Albert,1
Natacha Carlu,1
Aida Vaisman,1
Laura Volkerding,1
Freda Diamond,1
Beatrix Sunkovsky,1
Luba Lukova,1
Deborah de Moulpied,1
Leni Matthaei,1
Kate Gilmore,1
Natacha Rambova,1
Edith M. Barber,1
Margaret E. Knight,1
Gretl Wollner,1
Jutta Sika,1
Helen Mayer Harrison,1
Mrs. Truus Schröder-Schräder,1
Olga Stolpovskaya,1
Simone Farresin,1
Isabelle Arthuis,1
Margarete Kubicka,1
Christine Hill,1
Yan Hu,1
Marianne Kampel,1
Herry Perry,1
Sheryl Oppenheim,1
Mariette Lydis,1
Elizabeth Shaw,1
Elizabeth Alford,1
Vera Matiukh,1
Kacie Kinzer,1
Jennifer Allora,1
"Clementina, Lady Hawarden",1
Starr Ockenga,1
Ernestine White,1
Huang Wenjing,1
Reiko Tanabe,1
Natalie Czech,1
Lois Dodd,1
Jessica Mein,1
Irit Batsry,1
Helga von Eicken-Kopperl,1
Elena Borstein,1
Wanda Wulz,1
Sarra Lebedeva,1
Lu Wenyu,1
Anna Jermolaewa,1
Galina Dmitrievna Chichagova,1
Loredana Sperini,1
Natasha Agapova,1
Sonya Noskowiak,1
Nelly (Elli Sougioultzoglou-Seraidari),1
Marta Maria Pérez  Bravo,1
Phyllis Baldino,1
Nina Ivanova,1
Britt-Louise Sundell,1
Ada V. Gabriel,1
Hân Pham,1
Hilla Rebay von Ehrenwiesen,1
Olga Breslavtseva,1
Lutz Bacher,1
Marjan van Aubel,1
Margaret DeM Brown,1
Raquel Rabinovich,1
Julie Gustafson,1
Mirta Gómez,1
Judith Francisca Baca,1
Judy Seidman,1
Fernanda Bertini Viégas,1
Barbara Bosworth,1
Jeanne Gang,1
Heike Baranowsky,1
Laurene Leon Boym,1
Koo Jeong-a,1
Dana Stone/United Press International,1
Kristin Oppenheim,1
Camille van den Brande,1
Josephine Taylor,1
Kyoko Michishita,1
Judith Scott,1
Ingrid Calame,1
Margret Hildebrand,1
Tsuguya Inone,1
Clara McDonald Williamson,1
Kari Sivonen,1
Elizabeth King Hawley,1
Rose Mandel,1
Elena Serrano,1
Christina Fernandez,1
Paula Hayes,1
Ruanne Abou-Rahme,1
Betzaida Concepción,1
Annie Leibovitz,1
Loretta Lux,1
Catalina Parra,1
Amy Schwartz,1
Lucy McEachan,1
Trudi Sitterle,1
Mary Wykeham,1
Nicola Costantino,1
Kyoko Kumai,1
Reena Spaulings,1
Patricia Dalzell,1
Lise Anne Couture,1
Suzanne van Damme,1
Olga Dmitrievna Chichagova,1
Maria Helena Valente da Cruz,1
Helen Phillips,1
Mary Martin,1
Sachiko Kazama,1
Ceal Floyer,1
Josefa Santos,1
Judy Seigel,1
Willa Percival,1
Marion Palfi,1
Annette Peacock,1
Toshiko Okanoue,1
Petah Coyne,1
Elizabeth Diller,1
Beca Lipscombe,1
Giselle Baillie,1
Barbara Crane,1
Jo Spence,1
Eleanore Laine,1
Rachel Wingfield,1
Deanna Templeton,1
Fanny Rabel,1
Maria Crista,1
Brigitte Kochta,1
Susan Barron,1
Anita Ventura,1
Gro Bonesmo,1
Mary Kelly,1
Gisela Clemens,1
Magali Lara,1
Elizaveta Dorfman,1
Katherine Schmidt,1
Magda Mautner von Markhof,1
Naoko Karotsuka,1
Vera Mukhina,1
Gillian Ayres,1
Mary Lou Jepsen,1
Franciska Clausen,1
Jeanne Reynal,1
Lynn Alexander,1
DoDo Jin Ming,1
Ros Barron,1
Laura Kurgan,1
Marie Carlier,1
Melinda Morey,1
Galya Rosenfeld,1
Sang-Ah Choi,1
Lida Abdul,1
Sachiko Hamada,1
Abbie Herrick,1
"Heidi Weber, Zürich",1
Louisa Hutton,1
Dominique Berretty/Black Star Publishing Co.,1
Eva Kotátková,1
Ella Steigelman,1
Margarita D'Amico,1
Eugenie Baizerman,1
Vera Aleksandrova,1
Claire Barclay,1
Sule Attems,1
Bettina Sellmann,1
Naomi Elliott,1
Dolores Zinny,1
Diane Neumaier,1
Lynne Woods Turner,1
Joan Charysyn,1
Paula Rego,1
Clara Carrié,1
Greta Von Nessen,1
Silke Otto-Knapp,1
Alysa Nahmias,1
Dorothy Sullivan,1
Christine Osinski,1
Kristen Corinne Masri,1
Roberta Bayley,1
Martha Holt,1
Mary Walker Phillips,1
Jeanne Verdoux,1
Andrea Trimarchi,1
Luisa Cevese Riedizioni,1
Susan Rynard,1
Carolien Vlieger,1
Helen Balfour Morrison,1
Georgianna Stout,1
Heike Lohmann,1
Constance DeJong,1
Rose Clark,1
Johanna Billing,1
Anne Waldman,1
Karen Szekessy,1
Elizabeth McLennan,1
Katharina Ivansich,1
Lilly E. Hoffman,1
Melanie Smith,1
Jana Euler,1
Lauren Piperno,1
Raffaella Mangiarotti,1
Elizabeth Harding,1
Dörte Eissfeldt,1
Susan Schwalb,1
Juana Lecaros,1
Amanda Ross-Ho,1
Judith McWillie,1
Andrea Klein,1
Maria Martinez-Cañas,1
María Teresa Hincapié,1
Rebecca Bray,1
Anna Sobol,1
Hilary Sample,1
Jill Giegerich,1
Paulina Wallenberg-Olsson,1
Thea Djordjadze,1
Paola Pivi,1
Hally Pancer,1
Tiona Nekkia McClodden,1
A.L. Steiner,1
Sandy McLeod,1
Irene Hoffmann,1
Kikukawa Katsuyoshi,1
Tsuruko Yamazaki,1
Stefanie Posavec,1
Myrna Báez,1
Joy Jacobs,1
Jumana Manna,1
Gloria Camiruaga,1
Gert Dumbar,1
Alda Maria Armagni,1
Svetlana Kopystiansky,1
Linder [Linda Sterling],1
Annette Messager,1
Beryl Marton,1
Carme Pinos,1
Katharina Heise (Karl Luis Heinrich-Salze),1
Nathalie Lawhead,1
Lea Kleiner,1
Sylvia Plachy,1
Antonieta Sosa,1
Thelma Johnson Streat,1
Anna Letycia Quadros,1
Cornelia Mittendorfer,1
Candice Breitz,1
Amy Granat,1
Haruhiko Shono,1
Zandra Rhodes,1
Nélida Demichelis,1
Elizabeth Sparhawk-Jones,1
Michele Gauler,1
Maud Morgan,1
Angela Bulloch,1
Linda White,1
Jill Dawsey,1
Hanneline Visnes,1
Joan Webster Price,1
Rita Ackermann,1
Linda van Deursen,1
Idelle Weber,1
Jazz Lee Alston,1
Liz Larner,1
Lisa Larsen,1
Olga Deneiko,1
Irene Rousseau,1
Jane Comfort,1
Floria Sigismondi,1
Virginia Admiral,1
Lynne Tillman,1
Carmen Perrin,1
Nelly Richard,1
Mary McFerran,1
Elena Bortsova,1
Huguette Caland,1
Janet Perr,1
Ruby Sky Stiler,1
Susan Hapgood,1
Caroline Feyt,1
Louise Kruger,1
Kim Berman,1
Margo Humphrey,1
Vera Pestel,1
Jennifer Hackshaw,1
Irene Delano,1
Betty James,1
Marina Stern,1
Rita Eloul Letendre,1
Fionnuala Boyd,1
Susan Milano,1
Poly Styrene (Marianne Joan Elliott-Said),1
Valery Shchekoldin,1
Cathrin Pichler,1
Rosalyn Drexler,1
Hisae Imai,1
Connie Imboden,1
Paula Horn Kotis,1
Louise Lemoine,1
Merg Ross,1
Ellen Moffat,1
Candida Höfer,1
Alexandra Nikolaevna Jacobson,1
Eileen Cowin,1
Frances Avery,1
Reina Kochashian,1
Linda Lindeberg,1
Margia Kramer,1
Juanita (Jean) Exley,1
Maria Reuter,1
Dorothy F. Markle,1
Kathy McArdie,1
Muriel Cooper,1
Amanda Guest,1
Ursula Johanna Richter,1
Anne Burdick,1
Harmony Hammond,1
Tat’iana Glebova,1
Regine Leibinger,1
Molly Crabapple,1
K8 Hardy,1
Kumiko Kushiyama,1
Isidora Aschheim,1
Grace A. Snyder,1
Linda Montano,1
Jill Richards,1
Margit Ruoff,1
Marlene McCarty,1
Brigitte Hellgoth,1
Julie Ryan,1
Helen Marden,1
Naomi Tereza Salmon,1
Ruth Gikow,1
Susan Hefuna,1
Danuta Leszczynska-Kluza,1
Marion Grogan,1
Gerda Mikhailova Nemenova,1
Elke Krystufek,1
Kimberly J. Holden,1
Ithell Colquhoun,1
Margaret Harris,1
Beatriz Cifuentes,1
Sandra Blow,1
Ayumi Shino,1
Mary Adshead,1
Elaine Summers,1
Cara Romero,1
Jun Iseyama,1
Melissa Ann Pinney,1
Linda Goode Bryant,1
Edna Clarke-Hall,1
Helen Joy Weinberg,1
Christina Galvez,1
Katinka Mann,1
Nina Leen,1
Juliet Kepes,1
Phyllis Bramson,1
Franziska Krammel,1
Else Alfelt,1
Leonor Caraballo,1
Klaudia Kemper,1
Linda Lynch,1
Isabel Pons,1
Mahthilde Evans,1
Susi Berger,1
Cléanthe (Cléante Carr),1
Nancy Guay Giesberger,1
Zuzana Licko,1
Gabisile Nkosi,1
Lisa Hyatt,1
Giorgia Lupi,1
Margaret Rose,1
Annemarie Heinrich,1
Doris Simmelink,1
Nan González,1
Carmen Winant,1
Riva Helfond,1
Kaari Upson,1
Andrea Modica,1
Margaret Calvert,1
Marsha Burns,1
Tonita Peña,1
Kate Steinitz,1
Hannah Collins,1
Louise Breslau,1
Coren Sharples,1
Marie Rosalie (Mitzi) Friedmann-Otten,1
Ilkka Laine,1
Rebecca Bird,1
Jacqueline Livingston,1
Katharina Hager,1
Elizabeth A. Wilkes,1
Mariana Castillo Deball,1
Bona,1
Jayme Odgers,1
Svetlana Alpers,1
Maria Jauhiainen,1
Cecily Hoyt,1
Priska Von Martin,1
Marie Raymond,1
Roswitha Schuller,1
Rita Myers,1
Athena Tacha,1
Joyce Weinstein,1
inri,1
Julia Müller,1
Karen Kunc,1
Caroline Lucas,1
Agnes Lyall,1
Maria Teresa Cuéllar Teyé,1
Alix Pearlstein,1
Jacqueline Lamba,1
Annette Rosado,1
Neri Oxman,1
Orian Barki,1
Ka Markelius,1
Elizabeth van der Zaag,1
Judy Woodborne,1
Helene Haasbauer-Wallrath,1
Silvia Buonvicini,1
Alice Standish Buell,1
Coosje van Bruggen,1
Cathy Wilkes,1
Nancy Reddin Kienholz,1
Elizabeth Timberman,1
Claudia Müller,1
Grace Jones,1
Nancy Haynes,1
Mercedes Pardo,1
Nicolaas Warb (Sophie Warburg),1
Princess Winifred,1
Marly Stone,1
Deborah Kelly,1
Jacqueline Groag,1
Sandrine Pelletier,1
Pamela Woodhead,1
Li Hong,1
Ce Roser,1
Analivia Cordeiro,1
Barbel Scianghetti,1
Miriam Bäckström,1
Aida Carballo,1
Daniela Rossell,1
Judy Linn,1
Irene Bayer-Hecht,1
Rossella Bellusci,1
Gwen Knight,1
Gertrude LeRoy Brown,1
Virginia San Fratello,1
Naoko Tosa,1
L.A. Raeven,1
Doris Kreindler,1
Delphine Meriaux,1
Louise Hopkins,1
Vivienne Westwood,1
Linda Lindroth,1
Renée Green,1
Hope Sandrow,1
Chansonetta Stanley Emmons,1
Laura Ziegler,1
Naomi Boretz,1
Ann Parker,1
Nina Bovasso,1
Jane Piper,1
Yehudit Sasportas,1
Penelope Umbrico,1
Daria Esteva,1
Il'ia Mashkov,1
Analia Saban,1
Amira Wasfy,1
Elsa Cayo,1
Suzanne DeChillo/The New York Times,1
Beth B,1
Cara DeVito,1
Virginia Overton,1
Sandi Slone,1
Ayse Birsel,1
Sigríður Björnsdóttir,1
Roswitha Marhold,1
Miranda July,1
Garciella Torre,1
Sonja Hennersdorf,1
Judit Reigl,1
Tirtza Even,1
Francesca Gabbiani,1
Magda Tothova,1
Anna Chojnacka,1
Jennifer Bolande,1
Milenija Marušić,1
Margaret Macdonald,1
Marjory Collins,1
McDonald (Mackey Jeffries) Bane,1
Max Almy,1
Sejla Kameric,1
Carol Lipper,1
Sarah Grilo,1
Helena Hernmarck,1
Mimi Shevitz,1
Barbara Sandler,1
Zofia Kulik,1
Vanalyne Green,1
Sarah Stocker,1
Ellen Brooks,1
Diane Bonder,1
Santina Bonini,1
Lynn Sexton,1
Hương Ngô,1
Andrea van der Straeten,1
Hermine Freed,1
Helen Margaret Post,1
Zhang Han,1
Jessica Rosenkrantz,1
Jordan Casteel,1
Sam Moyer,1
Dusti Bongé,1
Ruth Anderwald,1
Patricia Smith,1
Hilde Hubbuch,1
Reika Iwami,1
Judy Stern,1
Adelita Husni-Bey,1
Suzanne Powadiuk,1
Jean Carlomusto,1
Babette Mangolte,1
Maria Martinez,1
Francesca Lindh,1
Christien Meindertsma,1
Kati London,1
Anna Kowalska,1
Barbara Blondeau,1
Mary Peck,1
Zoe Zenghelis,1
Esti Schur,1
Henriette Tirman,1
Zilla Leutenegger,1
Jennifer A. Lewis,1
Yukiyo Matsushita,1
Bernadette Thompson,1
Lorraine Gamman,1
Wieki Somers,1
Cornelia Blatter,1
Joan Nelson,1
Mildred Leo Clemens,1
Anne-Marie Miéville,1
Nipa Doshi,1
Brigitte Chopin,1
Adriana Jadranka Maraž,1
Mariia Kotliarevs'ka,1
Karen Finley,1
Lore Feininger,1
Angel Velasco Shaw,1
Jo Randerson,1
Deanna Kamiel,1
Pat Passlof,1
Sophie Ristelhueber,1
Tamara Gayer,1
Cheryl Goldsleger,1
Bertha Evelyn Jaques,1
Lucinda Childs,1
Nadezhda Burliuk,1
Revital Cohen,1
Wendy Meng,1
Nadja Buttendorf,1
Débora Mesa,1
Ada Tolla,1
Xiomara De Oliver,1
Estella Conwill Majozo,1
Kathy High,1
Susana Soares,1
Theora Hamblett,1
Liudmila Shmit-Ryzhova,1
M. A. Dillon,1
Joanna Pousette-Dart,1
Lindy Roy,1
Rimma Gerlovina,1
Betsey Johnson,1
Suzanne Duchamp,1
Judith Rothschild,1
Danièle Nyst,1
Kim Hoffmann,1
Lette Eisenhauer,1
Pennie Smith,1
Caroline Greenwald,1
Julia Seyr,1
Sandra Ramos,1
Jane Reece,1
Nanako Umemoto,1
Margaret Heeps,1
Augusta von Zitzewitz,1
Helge Refn,1
Hansi Durlach,1
Eliana Gerotto,1
Fatih Aydogdu,1
Emily Carter,1
Eija-Liisa Ahtila,1
Jeanne Silverthorne,1
Marie Harnett,1
Betty Dodson,1
Vera Vil'koviskaia,1
Carry (Carl Maria) Hauser,1
Jean Chopin,1
Joan Nelsen,1
N. Dash,1
Sharon Harper,1
Rea Tajiri,1
Fiona Raby,1
Maria Thereza Alves,1
Hella Skowronski,1
Barbara Ambrosz,1
Marcel Moore (Suzanne Malherbe),1
Michaela Math,1
Dee Dee Halleck,1
Rachel Kemper,1
Jaroslava Hatláková,1
Kim Sooja,1
Annie Lutjens,1
Lolita Zikmane,1
Lella Vignelli,1
Belkis Ayón,1
Daniela Haufe,1
Natasa Berk,1
Gabriele Evertz,1
Diana Thater,1
Jody Pinto,1
Solange Fabião,1
Mary Lucier,1
Sara Shaughnessy,1
Chris Sugrue,1
Mary Vieira,1
Candice Lenney,1
Suzanne Lacy,1
Yong Soon Min,1
Linda Plotkin,1
Hildegarde Haas,1
Sibyl Anikeef,1
June Leaf,1
Nora Schultz,1
Dora Feilane,1
Beth Brideau,1
Alma Siedhoff-Buscher,1
Paulette Phillips,1
Siv Helene Stangeland,1
Ana Maria Millan,1
Die Damen,1
Ida E. Fischer,1
Louise Wilson,1
Riba Rovira,1
Anne Steele Marsh,1
Marine Hugonnier,1
Nadezhda Liubavina,1
Sophie Alex,1
Sarah Schneider,1
Clarissa Sligh,1
Anne Lacaton,1
Ann Moore,1
Barbara Ess,1
Sharon Lockhart,1
Susan Weil,1
Susan Shaw,1
Edith Payer,1
Gertrude Quastler,1
Nikki Bell,1
Sofia Goscinski,1
Christine Boumeester,1
Feliza Bursztyn,1
Peggy Preheim,1
Silvie Vondrejcova,1
Betty Parsons,1
Sigi Moeslinger,1
Idelle L. Feinberg,1
Esther Wood,1
Hilla Becher,1
Mary Obering,1
Meriem Bennani,1
Jeanne Jacquemin,1
Norah Borges de Torre,1
Groting,1
Carol Hepper,1
Sally Hazelet Drummond,1
Palmira Puig Giró,1
Sofia Zaklikovskaia,1
Jan Lester Martin,1
Jaune Quick-to-see Smith,1
Maartje Dros,1
Vreni Löwensberg,1
Marjorie Content,1
Natascha Sadr Haghighian,1
Pauline Riffaut,1
Lucia Bartolini,1
Ellen Auerbach,1
Sophie Lissitsky,1
Ruth Eckstein,1
Pat Lasch,1
Charlotte Rudolph,1
Elle-Mie Ejdrup Hansen,1
Garrett Bradley,1
Françoise Janicot,1
Joan Logue,1
Renate Grindler,1
Greta Knutson,1
Rebecca Warren,1
Eve Sussman | Rufus Corporation,1
Louise Despont,1
Gabi Klasmer,1
Vera Berdich,1
Jane Wenger,1
Lucy Jones,1
Nina Kul'bina,1
Laura Poitras,1
Martha Colburn,1
Fannie E. Kachline,1
Toni Basil,1
Kathy Butterly,1
Seena Donneson,1
Elva L. Brownson,1
Julia Scher,1
Xiao Lu,1
Nikki Dibben,1
Leslie Starobin,1
Elizabeth Butterworth,1
Toni Hughes,1
Diane Poitras,1
Sister Sheila Flynn,1
Penelope Bennett,1
Susannah C. Drake,1
Analisa Russo,1
Jacqueline Humphries,1
Zhang Yuan,1
Eloise Vega Smith,1
Martine Aballea,1
Maria Bonomi,1
Susan Weitzman,1
Moira Dryer,1
Sabine Weiss,1
Daniela Lovera,1
Melissa Gurdus,1
Kathan Brown,1
Liza Béar,1
Susan Raymond,1
Marguerite Humeau,1
Jeanne Mammen,1
Eve Kirk,1
Antonina Sofronova,1
Betsy Damon,1
Jan Gelb,1
Sandra Semchuk,1
Nadezhda Udal'tsova,1
Adriana Salazar,1
Runa Islam,1
Séraphine Louis,1
Mary Rodney,1
Tat'iana Mavrina,1
Oliva Perotes,1
Elisabeth Lindemann,1
Marina Faust,1
Vera Chuklova,1
Johanna Rille,1
Judith Lauand,1
Winfried Holtz,1
Florence E. Piper,1
Hồng-An Trương,1
Elisabeth Plank,1
Erika Giovanna Klien,1
Faith Hubley,1
Musya Sheeler,1
Jean Jackson,1
Margaret Ann Moorman,1
Leonore Mau,1
Vika Voronova,1
Heike-Melba Fendel,1
Jing Liu,1
Lisa Strausfeld,1
Joan Heemskerk,1
Max Cole,1
Katerina Seda,1
Stephanie Brody Lederman,1
Beatrix Zobl,1
Norma Kamali,1
Bronwen Findlay,1
Lene Berg,1
Michelle Stone,1
Rachel Feinstein,1
Linda Chapman,1
Jeanne Granès,1
Caroline Bos,1
Julia Thecla,1
Suzanne Jackson,1
Delia Smith,1
Caroline Hebbe-Hammarskiold,1
Colleen Browning,1
Harriet M. Veissi,1
Aino Aalto,1
Diane von Furstenberg,1
Yael Bartana,1
Laura Sheleen,1
Lucille Aukerman,1
Beckermann,1
Nadia Coën,1
Barbaralee Diamonstein,1
Lita Albuquerque,1
Katya Sander,1
Baroness Elsa von Freytag-Loringhoven,1
Edith Jimenez,1
Joan La Barbara,1
Laure Prouvost,1
Kate Crawford,1
Su Braden,1
Lauri Rosenwald,1
Suzanne Lee,1
Ethelyn Honig,1
Alexandra Pavlova,1
Beatrice Trueblood,1
Remedios Varo,1
Jacqueline S. Casey,1
Catriona Duffy,1
Stephanie Forsythe,1
Lyn Godley,1
Edit deAk,1
Chizuko Yoshida,1
Tomoko Sawada,1
Maja Bajevic,1
Olga Deineko,1
Ann Fessler,1
Mary Ann Dorr,1
Peggy Diggs,1
Deborah Oropallo,1
Anna Ostroumova-Lebedeva,1
Carla Accardi,1
Hajime Ohigashi,1
Victoria Gitman,1
Vita Castro,1
Martine Bedin,1
Eve Sonneman,1
Ingeborg Strobl,1
JoAnn Carney,1
Julia Gorton,1
Karen Fairbanks,1
Mickey McGowan,1
Shirley Jaffe,1
Afra Scarpa,1
Karin Aue,1
Margaret Moulton,1
Evgeniia Evenbakh,1
Ray Eames,1
Martha Keller,1
Maureen Bisilliat,1
Sarai Sherman,1
Björk,1
Kendra Ferguson,1
Katharina Gaenssler,1
Barbara Olmsted,1
Dorota Jurczak,1
Lauren Ford,1
Vera Lutter,1
Nina Soboleva,1
Sofía von Ellrichshausen,1
Vera Klement,1
Teresa Zabala,1
Sandra Cinto,1
Ayse Erkmen,1
Keiko Tsuno,1
Marilyn Baum,1
Marsha Cottrell,1
Viviane Sassen,1
Ayah Bdeir,1
Judy Chicago,1
Claire Falkenstein,1
Lili Reynaud-Dewar,1
Kirsten Deirup,1
Elsa Stansfield,1
Adelle Lutz,1
Keiko Minami,1
Dorothee Becker,1
Shirley Clarke,1
Sabine Hornig,1
Elsa Gramcko,1
Carol Rama,1
Rosalind Bengelsdorf,1
Irene Aronson,1
Frances Barth,1
Carel Blazer,1
Jean Locey,1
Sara Hendren,1
Kim Yao,1
Ella Bergmann-Michel,1
Danielle Jaeggi,1
Sherry Miller,1
Claire Moore,1
Helen Escobedo,1
Stella C. Salisbury,1
Rosella Hartman,1
Lyn Blumenthal,1
Lil Picard,1
Marian Warzecha,1
Gabriele Münter,1
Kate Hartman,1
J. Edith Wise,1
Sherrie Rabinowitz,1
Peggy Jarrell Kaplan,1
Clementine Helene Dufau,1
Clare Romano,1
Sarah Berman,1
Tina Weymouth,1
Susan Harris/The New York Times,1
Krissy Clegg,1
Suzanne Bocanegra,1
Uli Aigner,1
Kandis Williams,1
Regina Schmeken,1
Deborah Gottheil Nehmad,1
Lia Cook,1
Judithe Hernández,1
Sydney Drum,1
Rose A. Craigan,1
Gertrud Fischbacher,1
America Sanchez,1
Alex Bag,1
Cui Jie,1
Madelon Hooykaas,1
Yael Mer,1
Yau Ching,1
Charlotte Schmidt,1
Lotty Rosenfeld,1
Marion Weiss,1
Anne Ramsden,1
Lauren Ewing,1
Christine Hiebert,1
Julia Mangold,1
Kathy Acker,1
Eleanore Bujatti,1
Latifa Echakhch,1
Evelyne Axell,1
Gloria Ortiz-Hernández,1
Dori Atlantis,1
Emi Segawa,1
Kate Harris,1
Deborah Adler,1
Joanne Tatham,1
Helena (Mie Yuan Wong) Wong,1
Alzira Helena Teixeira,1
Beryl Korot,1
Claudia Von Alemann,1
Miriam Kathrein,1
Julia Murdoch,1
Sarah Williams,1
Catherine Yass,1
Jessica Jackson Hutchins,1
Franciszka Themerson,1
Il'ia Rogovin,1
Maria Hahnenkamp,1
Jöelle de la Casinière,1
Kunié Sugiura,1
Victoria Gil,1
Pia Lindman,1
Mar Jean Kettunen,1
Tamar Cohen,1
Kenturah Davis,1
Marcelle Cahn,1
Carmen Basile,1
Daisy Youngblood,1
Nancy Ford Cones,1
Melissa Miller,1
Susan Sellers,1
Fonna Forman,1
Ingrid Wiener,1
Rosario Hurtado,1
Nora Speyer,1
Anne Poirier,1
Rosa Brückl,1
Lauren Halsey,1
Evgeniia Spas'ka,1
Anne Tyng,1
Sharon Johnston,1
Maina-Miriam Munsky,1
Esther Parada,1
Maren Hassinger,1
Concetta Scaravaglione,1
Ilit Azoulay,1
Dona Ann McAdams,1
Emma Justine Farnsworth,1
Diana Balton,1
Elvira Bach,1
Sabrina Jones,1
Ines Lombardi,1
Nancy Genn,1
Marcelle Wahl,1
Ann Veronica Janssens,1
Leah De Prizio,1
Gabriele Nothhelfer,1
Monika Von Boch,1
Yolanda Lopez,1
Iskra Grabulovski,1
Lorraine O'Grady,1
Penny George,1
Rebecca Allen,1
Mary Jo Walters,1
Lizzie Fitch,1
Judith de Graauw,1
Julie Joliat,1
Carmel E. Vitullo,1
Stacy Benjamin,1
Duan Jinchuan,1
Kiki (Kiki O. K.) Kogelnik,1
Tatiana Parcero,1
Pierangela d'Aniello,1
Deborah Sussman,1
Marlene Streeruwitz,1
Dita Moser,1
Ada Louise Huxtable,1
Annee Olofsson,1
Joyce Wieland,1
Anna Persiani,1
Stephanie Taylor,1
Helen Gilbert,1
Hannah Weiner,1
Denise Scott Brown,1
Fujiko Nakaya,1
Wenda Von Weise,1
Melissa Meyer,1
Hendrika Sonnenberg,1
Mickalene Thomas,1
Sibille Berger,1
María Freire,1
Emmy van Leersum,1
Janice Yudell,1
Munira Al-Kazi,1
Irene Poon,1
Virginia Nepodal,1
Arlene Hoffman,1
Dorr Bothwell,1
Sonja Ferlov,1
Dörte Helm,1
Ann Ledy,1
Andrea Cascella,1
Pamela Rosenkranz,1
Elena Guro,1
Donna Tryon,1
Diane Wakaski,1
Carole Caroompas,1
Elena Damiani,1
Anne Wienholt,1
Nadezhda Bronzova,1
Elizabeth McFadden,1
Ethel Reed,1
Pietra Jansen,1
Kirsten Pieroth,1
Ulla af Ugglas,1
Lu Chunsheng,1
Nina Chanel Abney,1
Hulda Robbins,1
Diamela Eltit,1
Hedda Beese,1
Sonia Katchian,1
Karen Ranucci,1
Moyra Davey,1
